user_name,points,anomaly_flag
sdb7d0cba7d943424a80acec63195444d,10,False
sd4f6feccbe7b34d78ad83ddab2470365,15,False
s490ad13282613697869222cea376011e,10,False
s5b8d1e9a66f23c0d8d8e47d1051cfa55,10,False
sdd7f1304cf4f3bd3b75dc9db908c7a0d,15,False
s4f957e4670573c688d5859934ee7a475,25,False
s856d3fdc6c2d3809b5cd91cf515630eb,15,False
s1d64dcf6f6563f7a86f9d2754b644ecf,10,False
s9cf8e91a4c2b3b2292bf35f4a4c168e6,50,True
s6a2eab2cf93b3c8590fd75b37d62b8e9,25,False
s3233ff3a6dfa3d6689f492e223c3484d,0,False
s79c87d27897f304db54988f23d434284,10,False
s044fc6b844213d8a829c6fad043511aa,10,False
sb233508e774637d78754554d8b719b87,0,False
s4b818161e83836ea84244f1418ae2226,30,True
s675060eb9ad736a7ad8a13cd0422ff36,20,False
sf1020059e86333368fe11ded921d7014,0,False
sdc75ada30a6831f39326725687f72b72,80,True
s82cf0da665113968bc2dfed093dd8c18,80,True
s22b2c67f1ce93643805b4549e0d196ee,10,False
sde89ec00212c35fdabefa4d993bba0a3,10,False
sc807b10b1ebb36459f0cffa7d4af4ecc,0,False
s194809ce7e00350ebf3a6d4c10734195,50,True
s7ebff9207a23353aa0172ad281614eb4,10,False
s024cfa659cea3890b31ded748d7fc62f,30,True
sd772300161ad39c1a6fe4cec49af34b8,50,True
s67036e249ca33ac79f820cef1cd25e8b,10,False
s2e2cb7c4165538678c5242cf5fa7e732,40,True
s8a7e16fdddd8311989c6ec4918b5d590,0,False
s91aa4bf3182f368e81dbfdf510fd7239,25,False
s1a3c53a38f9136188332ef24da91169d,10,False
sce01d6aa42fc32609f51c610822296e7,80,True
sb538c7b985453c479912fc02ad015feb,15,False
sa2814ac1463331fc8997a2475c6dd996,30,True
sfe2af78df3fe3f4c8ace62e491faf07d,30,True
sfc44c7061d3f3b39919e23cfe3268b01,0,False
s79de4201c0033ad2afa7f2f0d5d51100,100,True
s38d51aa0564f380a927f045965f1601d,0,False
se886ed12233c32988c4c9b0ca72c2780,40,True
s9f2dc256b6df3fefb45a4105fb51c1cf,40,True
s8122458c9f1a3de69353e5b1b04d2d41,100,True
saf243afd98b437f99e1972267cb1b292,40,True
s0c0ce791e0e833bb8678f7a1a1ad9945,10,False
s962174bddef334e09710e716ea6a01ac,10,False
sf276b46323fd32c6b296d09484298f08,10,False
s79e40120973e358e84200ba0f1390067,0,False
sd6622e55f8113fdaaf80dd6f8dc294ea,0,False
s4e363a387f3f37c6bbcc6e153379f6a7,20,False
se50ec40c1a293f38aee518061ada2a16,10,False
sd25bb2626b9933f8913563111f7af39c,10,False
s6037ac94a2e23dfe923c9ec261b151c9,0,False
s9e39a231205e324a8110cf3a724d0886,0,False
s391d5ca5824033dab414adb8325a3889,0,False
s4818a27a435930d89a1c155a1254cec1,10,False
s24a2ebc87c273658a28512f71b813b41,20,False
s38c04b3a72a8365c8b0c6699ab3fa296,10,False
s257544b97baf3255a1e5ea3addce142d,10,False
sf19f4a36d8213b2eb50dc16a71606571,0,False
s503ae8dddca039548ce641a868a91f78,0,False
s8f1da62eaeb635cbaeaff77f47c9bbf7,10,False
s32317a265972325e9aabb39ad4ce15fd,40,True
s87ef9bbcfb223d77913db84324702b64,10,False
sfdc662d80e993f86bf30119c13e8e213,80,True
