userNo,registerDays,completedBuyOrderNum,completedSellOrderNum,counterpartyCount,completedBuyOrderNumOfLatest30day
sd9e20ecda1f53e39961b872c8da4c680,1368,31,5,17,20
see2ac5f07f1a34c1a76f189bb61b208b,39,5,0,5,4
s1eb0a922abcf3aecbdbe9ec36d26328f,14,0,0,0,0
s32d731c84e20395f9a4140183afc24df,15,11,0,6,11
s1f9e7b1e36e73b0b876cc7d9035e1d2b,35,5,0,3,5
sc451fd6bc616305886a29b90b62c165b,229,9,0,8,1
s8e7ff08c0794310dbd8b01dea697f1fb,977,671,0,211,47
sba17ede832cd3ca995ccc2cbfc91a270,11,5,0,5,5
s9523dca3ed7e31399c462965693ce6f4,13,9,0,6,9
s154ee20cd79b35c0ae1d48929d1a4387,470,4,0,3,2
s311733f507533c9cb7ac581ea88914f2,10,7,0,2,7
s69f3290824f2394d8cc74c2d5fef4658,10,1,0,1,1
s2c7a8bed94073f96bd47788605ea28bc,226,12,0,6,12
sf448cafe412639348e9ac9304d846f07,26,2,1,3,2
s8690028e3d7830719132a6aa5dcfd5f3,10,0,0,0,0
sd87fe1537a493aeb922ff9e7203d7140,847,2,0,2,1
s7647c830db2537f3b8b24c5ee2092105,62,8,0,7,7
s1b0742edf24136f3bfab1eff44275fdc,10,0,0,0,0
s01376e897a253316b7efea5555815411,47,170,0,78,25
s13a7af43eaa13f7eae26c974ab984211,11,4,0,2,4
s31fd8771b7753537a09f26760ba9119d,469,27,0,22,3
safa48dd7cade343ba74ab1a154071c1c,58,3,3,6,2
s67b400e6136930ec844cad2189b9be20,1107,5,14,17,2
sfcfb77d75c213970b449a7b54fb0952a,924,69,2,45,4
s45b72d16ac03358a9ef9405fd65ef29b,336,2,1,3,2
s5cfc3a390b9435d195b1fc42c3ab5f56,145,33,18,25,11
s3646091913bd31aaa157dbc05d8179bd,1122,381,1,189,68
sdbaac9165f6f3079809c318b56836466,90,6,4,10,5
sf1feaf01dbd735aab8f99827192c4ec4,300,2,0,2,1
s7533bf9d3e313bb0a28d0b1891baafa1,768,7,19,25,1
sc0f3668406c134c09334d7a515ccccdd,309,5,1,6,2
s853e2822bdc83f81b6e7fb77e2b21142,411,2,0,2,1
sc3cb9f2ebc6a35438bcad00fdb14b8c8,12,0,0,0,0
sf098bdf1bb2537c7a2198c5eaf338431,967,286,0,154,17
s3b0f2ae7c490395fae2e67a1cf8259f3,717,22,0,15,3
sa7bc9de40b1c348eb108a7ab452d8dd7,69,44,0,22,15
sd7769aa891873f9298c6854a8a208f26,154,0,0,0,0
scca89b4c7ccc391daf9e0464b29cd916,1110,84,33,53,72
s41ad5d0a595b3f698d6845dd40320419,509,9,0,7,9
s90f928df882d305bacdea40e9ee58e1d,989,30,15,40,3
sc75e7396096a37e2b436f29104ac3d6c,17,8,1,6,8
s1e5fffe077f333fe832624248d1abc66,1171,6,0,6,0
s77fa1ad4b5453820b33c8efafa472d6d,30,15,1,9,15
s0ee9a4f9381a3f3786cac726fefdd91b,44,1,0,1,1
s0fff6fb49c873bf885eb3e56f7f3d128,119,14,0,10,6
sd4608c7642be31b19351fb18c6d1bbe0,187,16,0,10,15
s6d73c90239a037fa8478e4c699eb1577,157,10,0,8,10
s1724c8f07f3a37e7b341939ac00e0eca,84,15,0,9,12
se8a43e8f457a3d8f92d49e0b40d989e7,221,60,7,44,27
s4e4ca991ef4a3ca6a3e25cd48ce6694c,40,29,12,41,29
s6c1c4033728c3e9791d74dfec3b8af1c,1718,47,0,46,2
s3dccb6dd2e5437b2aea360790065ff9e,444,12,0,6,2
s6cfe66534f10352f973ebc80a9aeb325,10,3,1,4,3
s910e39b83a7c3dfa9a154d89a332d322,1644,87,214,227,3
s83c5341e2d313ceb884a659b660ea8a8,45,30,13,38,20
s3fda42f890bc3c1f9a2df3d18a5cfb27,10,1,0,1,1
s4a649a1b489630b9b32957f3cddb921e,1279,37,1,33,9
s7f18aa3b46123820b9ea06c0cb5df02a,16,43,0,28,43
s5ad46839a97c31288afff17346668d14,16,53,2,34,53
s6e4cf7816a193b8eaf00201cada28ebf,783,0,0,0,0
s9521d35013d53018b934bfcb197cb519,10,2,1,3,2
s7f0cf152915337aca63c994cef69776f,15,1,1,2,1
s20a20e676d3739b5bb1b25007bcdc384,19,58,5,33,58
s39825726f4023508a94c44329d562aa1,1265,4,0,4,1
s8df9545acc033778ad43d3eba4a762c9,35,15,2,11,9
s673953d890e938509d33d191a3a3f3f7,24,24,0,18,24
s91f87ac200de33a68d4c22d07fca407a,33,3,0,2,3
s17e9ddd1f0323d9aaffce3e10f54a705,51,27,0,20,14
s752a195020b339f791188554cc72bd7d,474,233,30,172,25
s54e839a37d323b79b8bd89f3cdf7ea75,1229,7,1,8,2
s63e2045fd4383d67bcb671c18e4ed6b0,477,1,0,1,1
saeab1493d5ec3ef6a6023e03936f8759,235,9,0,9,5
s07694c48b59a3569860a2562599987bf,66,16,0,6,7
s03ade487cdaf3fd0948647b96a89bea1,17,27,1,18,27
sfd77d1d58c3a3f7bb343d132543bf862,15,1,0,1,1
sb30db4f9f0413fd6968a59924bbcafde,324,272,0,125,151
s10ff8236df443be09aa8fc1234c4a345,10,2,0,2,2
s6ae82eeb1c80351d917e40bca721fcf9,68,23,0,14,21
sa46ca9fb7df63b4a836ac9cb5bb659bc,336,8,0,8,2
sf292aaabae5e367f97306573b03630b2,1678,392,6,107,29
s41fed591f3c93ed4bd4de6d5b2af926c,50,19,8,27,10
s8082a226d33e36a49ec8ef2a1a0540b9,28,3,0,3,3
s252b224be4e434e686880af5e343a43f,1010,0,0,0,0
s2b7c68fb4f4b3161b2138f11e7203be2,334,14,0,16,13
s2f0c81d7a4a93e7f9eece7ec5897b1cf,1312,1,0,1,1
s6dd378f08ce5399a88a81634f0b37577,945,23,0,19,8
sfdab97ba293d3c0cb7e183b60bc50b8c,12,2,0,2,2
s9ef7e561074637419e472102b3ec5b78,1129,108,0,67,7
s40cc2619646c3da583b96e81ec15a935,11,13,0,8,13
s05991bab768a30b7a534ce4387afe05a,402,55,0,21,5
se65d04beeecf383f91eb352825a20153,18,11,1,12,11
sb4680c347bd63d279430f08661eb8c23,1173,46,18,46,11
sdd07076d2c8d3c2185d23a0f69667be1,14,5,0,5,5
s10fa63eb70fe3e93a803adbc868c0e2f,1714,29,28,53,5
s5bb5f1a1405933fabca36aeec0521446,92,6,0,6,2
sa38305e4044731778b9ba685df24ac88,1195,42,4,33,11
s8c21006e4b5835389d6be5e3418c9572,15,10,0,8,10
scafe88a6e0433b8ab112aaba1dc23416,2769,151,0,58,22
s440335ec73e43abd943d726c1507f4e4,111,4,0,3,1
s075eb21b37b03b1b9cf7e1facbc370f3,34,6,0,6,6
s5c18aa3b9a303510b68537c8627bb729,385,104,2,38,25
s3cec4986ce0c394a86db7eba06000213,16,0,1,1,0
sc9b488bca6a6310dbcde80ffbe2ac0bc,1766,348,113,319,8
sfa90e45f60b93a358396f695defb6513,62,28,2,26,24
s893732eb6e513980b6964d657dfdf69a,684,26,1,17,3
s93fb4e9adcb63b2eab85aa6ab486aaae,325,16,0,7,6
s0be431c761773360b531aeb88b6cc26e,12,4,0,4,4
s70286287ecc93b5b92c28e4137bc4e25,252,341,14,87,84
s0d60742376ef39648a0024258b7e5242,844,319,3,119,47
s68ae853b19163b77b3f75d61fb54fac8,54,35,2,30,26
s25b2fd03e0683521b3e21992e8e94243,1212,8,1,7,2
sbed2a908ea3731f0a7798c6f5cf3d69a,12,10,0,5,10
sdd1269e2024e3efca4d9e32c791ea47e,496,1,2,3,0
s8714f48d737b3207883aaa04d9a4829e,1366,79,22,82,38
s032ecfaa37cf39bb9d4b02aef97fc09b,353,23,1,17,8
s10bfea09ba753e49ab71c0f068e4c2dd,85,44,0,15,16
s3e1e4fbd4b7231dca086ab32abfa23ab,20,2,1,3,2
s262c4fac87803a3c86b1ad824732e5b1,552,27,1,18,27
s784334db7214324a9b710483252fbfc4,35,23,0,16,18
s41f6e498113c349f86470d8cade29b1c,13,5,1,6,5
s8e3abb169d243cc6b9db55726979e58d,46,18,0,12,9
se75434ccc11e364f8ea816f54b83df14,21,19,0,20,19
s5a4e02e612033278be316b2c14dfabd2,940,30,7,33,7
s5e4af0908a973637bbac0f4ba4b16f32,1984,143,0,119,26
sf171e37ba3553a1bb1cd11a3f74f0317,24,2,0,2,2
s3eddb8698994359ea2fd6fd60fcb16d9,10,1,0,1,1
s4b6c5819762235c69b13d22bcc6c5420,13,12,0,9,12
sd28734f3edf93cc288c275c701765dc1,1298,412,0,92,44
sfdfaa32b526836f297c5a9ebca9db579,24,7,3,8,7
sf0075f81af3b3c6da86e967029c0471b,14,5,0,5,5
s9ad727c0069c3f048eb6d0aea318a799,13,9,0,7,9
sd71e5b878ca736f6bf302a3a0c69a331,568,351,98,137,66
sf27ad2dc8f0a36d69e8ae163cb9393dd,14,25,0,12,25
se33cea03d4e93ea5b3c99f855732aafe,341,26,0,22,5
sccdb782a9401351e8f48ebc019dd024f,28,30,0,15,30
s5c1def73161a3392a94c798f5777aff2,30,0,0,0,0
se5e1dd168efb3f62bfdc98dca8953002,28,4,0,3,4
s5949e417658a3dd6bd73b22f8407bc3a,16,0,0,0,0
s138815d10dda317fbcf592a3c5e591a4,36,11,0,6,11
sf34f594859e73882a9ead8df3f36a06a,1808,116,53,151,2
s94a18ac3ddc232ba862635ff6411b7c9,19,16,0,10,16
s1ca587481b5a357bb1ea87353f8b2135,706,16,48,52,15
sbba94013ec4f3f97931c87a456fc920e,63,13,0,10,13
sbd79e3cb22793b39bf87e3cd1d29feab,64,85,23,74,56
s97c56711640d3447a82795d0b098c8cb,27,21,0,13,21
s6153e61585963423b6d4d2aba3e77326,14,1,0,1,1
s65b7ea41123137b5a5eee0b32f6a1ba5,11,17,3,10,17
s966c71d8ae7e3c7fa26a2570f665dec2,1339,58,0,20,53
s8e3630466eaa3db8a667447d3db59709,10,3,0,3,3
s446cd9e654a031ab83b59254d7ef8ad2,163,7,1,8,0
sb25b4e67733c3ed6b5e6af38b6c15ea2,17,1,0,1,1
se89ff5e18d2f3613a50be3dce85924f0,21,5,2,6,5
sa2ff1b4af813330fb1d2ab6482258711,353,6,0,5,6
sb6c5dc290a3b3998a54f076cae214b5a,203,30,0,26,5
s808692f7a6083623b16703799272c49a,403,8,6,14,1
sfdb275fcdf713853b13dfbb772a6a0a8,68,5,3,9,3
s85d92498d6c43aac883bc3e3c034de72,18,1,0,1,1
sa0a4403accc3378f9afa4e599ab98dcb,141,3,0,3,3
s71f49108f8bb3f838f90ff86eac282ca,98,40,6,35,6
s84ac7df19c9c3352a70aa5f52bb14d7d,1348,30,3,30,13
s40d0411a19f034e78183b6c436de452d,162,4,3,7,3
sa27a98f0aaa738c3a4a367314d993bfb,11,8,0,7,8
s6ba7b5f5097c3525a943f51ebf03d05e,133,11,11,18,11
s5bf3bf27a8a83ea6a29d9579e27acf9c,13,1,0,1,1
saaab3b6344d733df846ca83c48e1f74c,436,63,0,51,15
saa1b2ae4834e3e3a9981b9d3e9fc6e2c,13,13,1,10,13
s5aa29439c64e3718a7d5c428e7693064,9,0,0,0,0
s45f82ae518dc32b7b17f2b1905b31354,255,86,29,101,17
sa242a7bb2fab3be69edc88c630abd05a,14,17,0,8,17
sed76b6af970d34388f50cd665aa4d414,425,19,0,18,3
s3d721eea3c643fae964f2455cb5a06aa,464,39,3,20,5
s09502b1e2122398faeacd20e7044fe58,393,193,54,115,89
s566468643f6a38ebb86415883dcecf54,53,7,0,5,7
s9a2f81cd38093f1eb3173840c5bba39f,20,9,0,4,9
s06dd80f1d40a3a17b7afa840e1c95b7f,27,9,3,9,9
s43e3a8b67313305ea2579edfd4cf9da6,306,237,45,162,101
scd6f6985062e3e98bc3c46badbd16062,64,7,1,8,4
sa2622a888bf934fdbaf771c4ac09c2ab,846,74,5,60,9
s74920159be4133ad9278d05996a11c7b,12,1,0,1,1
s6d6a98bd94a1310a8f6f2922b34c7e15,16,5,0,5,5
s82bb4bb10f823ecfb6732360db40db8a,34,4,2,6,4
s01bb06cc76bf3e0ba2d049f05dd1dd6a,2112,103,79,161,7
se46ea6f17ecd3bc39aedd9dc05598fe5,377,40,1,34,22
s0daef1b01b56367389cb6ad3e1587a98,13,8,0,7,8
sdd1b07a7ac5c3d56b4a43e0a6b0cbaf4,191,7,0,5,6
saee54a6dded63c5fb5621f247635d92d,264,15,0,16,1
s80b83b0a0fe03e7988bf4c5260e16052,1134,1,3,4,1
sbd915f6b7c14330f83e3e9a0ccb48890,1466,32,1,20,8
s9da14a65305d36cb9065e2f466c83d88,12,17,0,14,17
s263229c956163e5d9a96f57f5a4dbe0d,34,12,0,8,11
s25010cda05183286b19ff5fdf0284214,20,10,0,7,10
sdbd569b627cf364e9cbc4129c8db43f5,20,7,0,7,7
s12f1e3e36cf131b0b1e2683d43f895b4,12,0,0,0,0
sc422b85803463743b68bd0a2a5561786,35,6,0,4,6
s2288a1a157223cdea924faf9c049f326,1093,21,3,22,4
s07d509d6919033329b4c80868b7571d4,40,45,0,21,25
s74848499975436deb5c2bfb1a8443c82,1552,8,0,8,2
scd24e4dba7c9319ea288aa09bbc59bbe,367,18,3,20,17
s086ae00155da3a968715b35656432532,369,58,0,36,10
s8012cdc3b3b5301a87ca1f5abe2cb20f,30,3,0,3,3
sd87aeaf447d03223a140cd17b18fd39f,19,3,0,2,3
sc6809a1b52bb34ed82e86866fc66c221,10,5,0,4,5
s17a878609a7d3a0685a22d84b6ee9c72,42,23,7,23,19
s823ab31e6ac33cdb8b446e3ead9b520d,10,5,0,5,5
s26dfc30cd3313f44bf0b41b507d0966a,19,57,6,30,57
sed77a0b6eee03a3eb7a4a0ede0134143,348,19,1,17,7
s767c52d6c250344da19b9a74d74be77f,11,2,0,2,2
s49e51c6e91c03746b736e9355ec63a0f,37,33,1,27,33
sa6b0c7ad0ce2384fa0cd7474d7f172d1,21,8,0,6,8
s5dcf9676555d35138b30a95c75927f78,1383,19,0,10,3
s22de9af277ec3ae48f1d8867cdd183ef,70,118,32,74,52
s5584086ea1f2359987d5af38164439b0,10,1,0,1,1
s1fc72a2169a53e4fac695c69cfab017b,330,203,0,40,200
sf479e31017a439e8ae312b488c977dfc,105,1,0,1,1
s84b4257fe71831bf84459cf249878895,17,7,0,4,7
sdde715f741ae360f8b41ea845d406914,384,8,0,6,1
s4b4acf76a86a33ccbff5324b59a7ae4c,119,52,11,56,20
sec81e9dc6577357f8135b6efff0485f4,93,11,2,10,8
sdf404e9a1e903adeac6dcf0db48d4454,832,33,4,26,1
s51a658a3f5c93cadb2bed27aa8ba0199,269,3,0,3,1
s7f3f252d652f35a6b7e70cf16a18dfe3,12,1,0,1,1
sa907c2e3389b3644843488b6663c2d61,46,4,0,4,4
see24278b10db389a968a9f42684d3569,12,12,0,8,12
sa800425bc8a43a19b390815345c11057,706,239,85,140,63
s5f98f791b21935539984378325b5ae28,77,79,0,54,79
sb74ffb38edf7307a9e95878c562da650,32,15,0,12,15
s3d21f4218a9f345983bf74cbd591deb9,234,15,2,12,6
s401f34df80093e5d8820cc543fd8b8f6,11,1,1,2,1
sea045c4fc559377ba85f3891d2d7f1c5,12,26,0,11,26
s7e9a1bed651e386ea82b28d2bd2f0b51,22,20,0,13,20
s4eb2c9b570d93155b071290efa5a9419,183,4,0,3,4
sc72927d9a2923dcfbfdc75add63322ec,365,6,1,5,4
sa8a1ea2b207a34d1a76c0f08bdfbffc7,1718,53,2,33,25
sb9ca4549cdef3a6e85ff359be27cb3f1,1243,10,3,11,1
s2fe5fbe4d52739f993e2cdb9b78cf4b8,19,23,0,4,23
s636d953ccb2a395ab85bfb1d2db72a27,22,8,0,4,8
sf80f217793193be59ebc6ae2c7709b15,1583,56,28,77,5
sa922c530f7483c7bab1e641daa4b916d,518,71,7,63,15
s7898f59f637e33db95e290ff397142f3,506,680,36,172,78
s4f0924cfe9013f45a15159d1981840c9,11,12,0,3,12
s85d977c0e26c34699d2e99c8a084232c,98,0,0,0,0
sde02f69268c835e7a2f10de67c0bacd3,410,8,6,12,5
sa3f3f5ba1cb03de99641533c16ca44fd,55,1,4,5,1
s625356039dba383a9433054cf331c7bf,85,1,0,1,1
s426e04fe8b1437d7abf141f131b24019,17,0,0,0,0
sd2ddc90004de3a76b126c37d8d6575a8,2324,14,13,27,2
s2e174565f0b73a3fb8602be5f2e93cd4,13,1,0,1,1
s4d4c830e3ec33eaa9e1cb4516645a1e8,11,1,0,1,1
sabacc7077fc53e858c412b7a2b01e80c,1499,12,15,26,5
s6d13ecb37b363280a29ea599da7bf5fd,213,60,0,47,14
sa5cc87933652351a9d5fdb11f066616d,407,3,0,3,2
sc8f791df60b932f1923d0e6f8c063148,273,16,0,13,3
s2a4be017175530f898695d8abd210b99,68,44,0,8,35
s65ab380f2c6a37e59e70ca5c540450ae,336,2,1,3,2
s93b177eddf4536d5b5539e73d68d987c,316,44,0,24,30
sc68af15264773d94b087766d46ab4ed0,272,27,4,30,5
sa15d0885a33b3710a8645282bcd61204,1297,12,33,33,7
sf849e1196ca73431be7e64a10fce02f7,488,8,0,7,2
s11ad419229c13f5ba7052c88a4bab040,59,53,6,41,22
sd51ba3a75ebd3661a5465021aa2d78e1,714,13,0,12,1
s5b69014d1d733369aedd82ab4c7bd6f3,124,15,0,10,11
sa102827dbe2d3d40ae30b4ee0fac6b96,539,307,0,52,110
sc65dbfcba922384bbc59d73938711d04,386,120,8,99,5
s81796f1157133af8bbd4155c7c78457d,243,186,32,64,1
s08ee7a01b0eb386d97295bf841e2c621,1800,31,1,18,21
sba604acb620b36e78b1ba0b83e4a4d78,47,4,0,3,3
s1d637824c41630ac85c484aaf3049722,850,316,0,123,6
s28ab5845d288310f8040cff494ac0b81,1445,251,167,253,54
scf5c53041366315cb85077f88a42899c,11,2,0,2,2
se82d4fb36b3932b29c24781cc62abb63,10,5,0,2,5
s76794e1149c33f76ad8bfe92aaf5f8f3,292,1,0,1,1
s17b67c65369f307bbfbfe04d1ba00118,38,15,1,7,14
scf9f9ff2f1f63737a20e9ad8e3168dca,1519,208,160,316,12
s74d145dfee0b3b48b7ae5403c1695e21,27,2,0,2,2
s7926a008c4773ad981beb967cdb52212,506,32,1,22,1
sf0d6e746003739b1895112e582a79c82,1613,57,5,54,11
se1f84db255ae39339be993f4c3fbe84f,149,75,0,27,21
s6aa6bdc48dfc37e4bd0ca6e773b30f54,1482,12,0,11,5
s3606b315e0893c7e8031e2cebaaeb864,109,108,49,58,33
sa1a8715d133b343c988cdff58def0150,29,17,0,14,17
s90cdcbfb7d65313aace0a00fe1e9e0fe,73,27,0,11,7
s4b63c4281c1438a2976af5b030cafb54,969,5,1,6,2
s417d4c358db53b33bee7416597d9829d,16,0,1,1,0
se668e2d573e335588037ed54630567fb,51,8,0,7,8
sf1ee75e44e1939988698964f26ea3e1d,565,43,2,32,13
s4185d7baf4d534c6bbf6619362843de4,227,14,0,12,1
s98401014294e3539b28c31ae8ac966e0,868,17,0,9,2
s9f48e83572e135fb903f937fbb5e1395,958,8,3,11,0
s58ba2fc84f6c3372a529a38a91016c55,1809,1926,676,1430,48
se05cf52211f93f30befeaf25165c4e87,70,107,52,45,14
sfd3f09a936063d4cae4192d753f36fc5,379,4,0,4,4
sa507783f674f3213a29da321899b2947,981,4,1,5,0
s32cd5534f3b53f0aaad8efcf56e55440,213,150,19,144,16
s8a4b5f1b465e3feeb6d5e5214979631a,55,5,0,5,5
sce16a8b92d09306db690945d9c46fa97,36,0,1,1,0
s0af289bb5d603053a727a693257a8ab5,212,3,0,3,2
sc4164dc704c330a991d4a3b83533c61f,1020,25,0,16,0
s3bd0db09744132b7b52716eced5d8b09,64,21,11,23,13
see31f1082c253456bb5c32987b37cd13,1559,16,0,14,3
s79ec2f657e29386e9dd4954e29463d1b,2888,411,99,333,16
s111280bf6d4134a1a14e1f112b4d0d47,1666,29,0,23,19
s81d8fc8acd6e3d4893a557ba4cd2e18a,285,47,11,31,2
s88aad6d0e59a33ca9d4afd51ab1f8be1,19,1,0,1,1
s3824a2d3ce6339b3b588209684d6a1f0,1640,98,40,114,2
sc84fd7d2a4a6309dbcf4181af58faa59,52,38,3,31,29
s629342c5fb1131aabd32d9f10b82352a,192,23,2,19,7
sdb5ca1dde98337c6b1d3f7bc254020d0,38,6,0,5,4
s84f9c6cbb4d13bbaa7f9ae644a7a3b57,307,13,0,13,4
sb934da4ce2e4369c8ec613a0913cebf0,175,49,0,26,15
s5dec9559b4b63fef8af01642275b8849,50,2,0,2,2
s29e01d29fac13db9bfc8330ec1aaa21b,796,26,2,13,21
s35495083135a3194be6cb51502f5bb1f,24,30,0,23,30
sddf0c751af6033caa7d4a86c219038bb,936,77,0,62,5
s43a4f0e3ad12344383d7877fcf773296,33,8,7,14,8
s4aaf484206573c17a9df2d74f05d8e47,9,1,0,1,1
sc016a6df9531362b948096bf711c941f,1214,96,112,177,2
s33a53ba9d0323b728ed160d73c6a9863,13,10,3,10,10
s9e2c18f2332739b2869fc922f1538773,1622,116,15,80,38
sa5d3826e51d835c8b8cebda630c1fe00,2655,12,2,14,7
sd362cc2ee0533b278982f3a30216a304,18,5,0,4,5
s03a41c63fc243befaab09538c97cac1c,241,7,5,10,2
s500c7934b80234c2b1303153b5ecb21d,487,57,19,46,47
s52516b1bf3563b13b391fbf007d8206a,198,8,0,1,8
sdae2baa37ef730038e0c434228fe3a09,1971,114,170,249,3
sffb2e7c399d2328fab3fefcdd6dfd9cf,414,10,1,9,3
sf0b9bbd0f3613d48a14bb511d67f5598,761,260,128,247,38
s006ff459e921338f80e5abc1271e54c3,37,22,2,18,18
s191285709bfb30479430bcf49d2709cf,237,5,0,4,0
sb8aa6b49f0a33b0f9e79036539f09c76,19,5,0,4,5
s24e4dc94f7d33574b2605a9d9986216a,329,10,0,7,4
sc142ebcb243f3f41b8a590353c02a7ba,51,12,3,15,9
sdf4ce03cd1203603bc9c81d1e5885127,157,19,0,18,18
s08b50fc893cc32328af1e3a8ecba44da,11,14,1,9,14
s1264111b09223008a3b7d685ec89b2ba,305,19,0,14,11
secf9a65cc8623afe986712fbc61ea8bd,76,0,0,0,0
sfedb47930fff31baaa7855502bb27845,321,23,9,19,15
s737df8f2f8013d60b5ae06d5bd4b0fe4,51,1,0,1,1
s3a8f8ba150f33dca8e73875deca59e57,971,116,0,31,35
s8d07676b061a3a14bec99b7d586aeb3b,21,82,0,19,82
s630e0e2188ba392284910d5898107372,500,21,0,18,3
s45a77794502d37ec8e3911f72ebcd59d,25,9,1,8,9
se904633ce2e83f2281a3d62e2d1b3790,88,4,0,4,2
s8122458c9f1a3de69353e5b1b04d2d41,69,141,21,42,35
se82505fe39a836d783ee781de213aa14,15,0,0,0,0
sa6400480e8cf3184bb2f45ddb6c63c77,11,1,0,1,1
s34d03f5a83563beb99f686b4995f4c22,406,5,0,5,4
s2266825fef7832e09c7f2d6abdda15ab,389,95,1,79,22
s69c1c1ca4e183b8c886429e6cabc8dc6,27,3,3,5,3
sf8e790fa72f83462b064b331e4d4cc1c,395,13,0,12,3
s38ef6c16775c3f80946bc62492edb24d,1180,32,10,39,1
sacb07e6d725b31c1813698565cff9fae,446,1593,1390,2407,110
s627ee4ad940438789bbee775bf9192b7,164,13,10,23,13
s72bfbf8b500a3e19833f423f15eacc6e,1771,153,21,131,46
sef7d60cde04034d6bfc88eb9cda9a7ee,445,49,0,40,7
s4e527ca1b6353d9391bdac3aebb58a64,2961,136,162,233,18
s7541e62037ec3848bd43805dcaea6192,9,2,0,2,2
sac7ea409568e3378af5cf0fcb33b3aee,9,22,0,14,22
s920b40f9d95d3960bf4600ed3b75380c,25,1,0,1,1
sc8986bef477a380f867f64d2ae4420c5,36,10,0,8,10
s409ad68edb153364b24634a7aafe5e28,31,17,1,16,17
s83359f5b2b1b3777bbaa18ef6104caf9,587,1,0,1,1
se0d9871e3e2e3a6c870ad635b000d4ab,34,31,12,32,29
s61052533690e3d8b9f224f43f755539a,1726,316,34,228,15
s28eae25bf0c73507b077321d83e13e42,210,59,0,44,18
s0d7207da0470322099a138e750127d91,1756,22,14,26,7
s83c88031be5e37ea8fc4f2f192b39167,56,24,3,18,23
s93efe05e70db3bacbeee3e65d51591f7,494,26,17,40,2
s1262ba98020736e99de5cda99365d73d,23,1,0,1,1
s755786b99df43f03831f87fa093b950f,16,1,0,1,1
s4c782c910e223843a2556cb6299c4f85,206,65,8,56,20
sc84032fb4684382ea5f95ec46db3d009,21,7,0,7,7
s6021e70d6e463fbe96dcd9dfe846d3de,9,1,1,2,1
s2453ba74533c302f857dca9b64508891,21,89,1,77,89
sf7493f61f1b63ab29f91c1903622a436,9,0,0,0,0
sc53ae5434e7e327a8f59ad36d9c153dc,1035,2,1,3,0
s575f031f00ed3d67a1e41edb64c79916,67,9,0,4,4
se39ad387ba643d57986c8bc474582abc,48,8,0,5,8
s430354d46f9f3586a2d921e0e7ef23bd,29,9,1,10,9
sfe8cf214708d3698aea660bd7679fab2,1096,2,0,2,0
s02c1b862052d3707ba330887c4620bfb,36,11,0,7,8
sc896b590b50c3f34b6559ef73fc2c58f,17,51,0,22,51
s7fe69806d5d83560a6568e9fb3527e4d,75,20,35,55,20
sc715b0ecbed53ba09a9f36e72b252761,13,3,1,3,3
sec9bb8bf9fd438a593a546f76d394b04,54,233,0,165,209
se33d4d50a3e53b0ea347ddec91a614af,1749,187,33,141,9
sc87def81b833344e8cdb78c2c2e8aa25,1550,9,4,12,1
sed662052196d3753bcf5650dc806b531,1813,19,0,18,1
s9e963c4c5f863715ad64c6288ab9bbd9,11,11,2,6,11
s8dfb6935f34139a9b18141135faf10cb,969,397,5,190,43
sdf8eac1499f43b1a9f34de3ef627a42d,9,7,0,5,7
s254ffadcd28331c5b5e6920e58ef0bac,60,92,0,48,79
sb8bf02f2233838e1a816e776a6368343,14,37,0,27,37
s8c881fb54e403b45b1697527aa667e91,178,39,4,12,13
s1f2b8a95ff1d3a07a9ce5863bf99a8a5,15,4,0,3,4
se9f38c3bf70630ce92582a8a4b03ab8b,54,50,12,40,28
s253ae6d266d43596a0d43c830fe01a8d,12,0,0,0,0
sb34f609b91a035c09b8d3b08f098f69a,131,91,0,67,25
scbc680f9485836919b9edcb30dce8806,15,24,0,21,24
sd6927e2ad0173a9eab2775a5801ba183,15,7,0,4,7
s025da3d4fc5d353289a4856d68a878a9,596,14,0,11,3
s2f2b97d8a19f3f7ba6fa672449194e38,1562,246,45,189,41
s77522211836234a18f3ed3ac7e7b7c81,92,26,0,19,25
s90baeac43c05372498de850de14e5d09,83,29,9,28,22
sa871ec29745c3ea4a695a1a08d31b687,2933,63,0,43,5
saa15a780e3463193a9a022eaf611057f,606,40,13,49,1
sb1051cd676b13189906d146fa7703edc,25,30,2,20,30
s1c96a3e5a0403fc18d148f1d6713bb4d,10,1,0,1,1
sf0340e51906633f39645bdcb9fd4464c,9,36,0,19,36
s4c7c3ea8406831a8a890d66f955ea51b,12,17,0,15,17
seae528c81efb3047a9128969f6008e53,31,21,2,17,21
sb5f0ea6832253414b8663bd273b111dc,22,14,0,7,14
s44782c9ffff4377eaf55ef6646d7dd1a,1419,10,3,13,4
s948a20c00067343cb8c56e3bf75b4d16,131,46,0,29,13
se002b33313953149aaa3d0a11d432182,14,71,0,38,71
scda7235c74593c96a98e4ede5568817a,2970,57,0,56,0
s664c90b216c730e88ce89146744d22c4,66,13,19,23,13
sd795bb4409e23c6dad3e9935b27426ae,989,164,8,132,16
s9969c812a9aa31deba9999f8dee84e05,1012,35,2,30,3
s8a2a67183528308e951cb92ec9aa0e80,1751,42,0,40,29
s586cc065fdb4368d8f735636c759c3eb,483,164,0,122,26
scdb8d96e9f15339d8c7552b4587b04f6,1613,17,1,13,3
s61dd523e8e2432739d1f2e502de866fa,824,37,2,35,9
