registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount,userNo
1522,1522,0.0,89.56,0.787,48,48,0,0,63,60,3,0,0,0,39,s23d3ab8e6ee432e4a798d4227547a359
10,10,0.0,192.63,0.8,8,8,0,0,8,8,0,0,0,0,7,s94191982402c3a7dab2e069494bdb657
480,480,65736.0,471.0,0.667,2,1,1,0,19,15,4,0,0,0,18,sfae859fdb2b13634bded5173c0fa6553
1053,1042,0.0,189.0,0.5,1,1,0,0,115,54,61,0,0,0,101,sd79d9f220196353f944ec897e78f4e6c
126,99,0.0,132.88,1.0,8,8,0,0,23,23,0,0,0,0,13,sdbaae5e48700392bae03f21112ea50bf
1273,277,132.5,137.0,0.884,38,36,2,0,84,76,8,0,0,0,54,sddb72fdf0e1531b2a5c6fda0edc3787d
26,25,21.67,57.8,1.0,8,5,3,0,8,5,3,0,0,0,7,s757f9f611ef83e938b570a9c4e1f6a3f
1578,1124,0.0,231.84,0.757,31,31,0,0,875,875,0,0,0,0,527,sfbf174514f7133fe85965f3edab27adb
243,242,45.8,72.36,0.843,32,22,10,0,72,44,28,0,0,0,49,saddb06298d993299b336764689b37a7b
10,10,0.0,359.67,0.6,3,3,0,0,3,3,0,0,0,0,3,s7d933a84115a3ba9a8786ec18e9f2a12
496,315,0.0,122.25,0.572,4,4,0,0,83,83,0,0,0,0,62,scdfaa6da4bd836d489f22c6869d1396b
9,9,0.0,36.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s3c0858caa59e382f896a2c15262c2e51
1115,476,173.0,193.92,0.778,14,13,1,0,34,31,3,0,0,0,29,s784ca7f6f435380281099ccb66a0faa3
126,123,0.0,128.71,0.875,7,7,0,0,22,22,0,0,0,0,9,s1f8bc777964c303a9a53f1a6212da16e
1679,1674,0.0,141.88,0.819,18,17,0,0,92,92,0,0,0,0,78,s0ef84d11bdea3c35993b39ff2552308f
1457,10,0.0,319.0,0.364,4,4,0,0,4,4,0,0,0,0,2,s8434aab4e5283333ad0786f922b896cf
212,212,2177.75,79.07,0.85,45,41,4,0,128,95,33,0,0,0,91,sc1bfc89abfb031f68f691550309dcb64
32,32,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s7a48d4673d143b51a030c27a793adedc
407,407,114.33,163.38,0.843,16,13,3,0,39,36,3,0,0,0,28,se7432abb340e3aa8a9dc49a9841bde42
219,132,809.67,206.0,0.938,15,9,6,0,19,13,6,0,0,0,15,s8606eea6905730d9868839185cf5cad0
34,28,0.0,305.75,0.445,4,4,0,0,4,4,0,0,0,0,3,scb3de22044473d49a0b2e88709f16745
12,9,0.0,201.0,0.5,1,1,0,0,1,1,0,0,0,0,1,sdf9446a00f5232ddbf6e7d3e19c5d73b
50,49,0.0,136.82,0.773,17,17,0,0,43,43,0,0,0,0,32,s3423ca0081253e56a45deb33eeafd5a6
958,954,0.0,123.25,0.8,4,4,0,0,24,5,19,0,0,0,24,s5136458819573597b699c26c2ba80952
14,9,0.0,104.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s17123a4e92163d5eb7aa7304354292eb
484,390,0.0,151.45,0.87,20,20,0,0,52,34,18,0,0,0,25,sdeae9404a2b93751918c608640731e40
1250,1199,0.0,102.2,0.91,10,10,0,0,24,24,0,0,0,0,19,sd677c6afbb0e364790977fad9cefef50
1397,914,0.0,489.0,0.334,1,1,0,0,11,6,5,0,0,0,11,s248e6e36348b37278190074affff5138
521,276,108.5,212.77,0.69,69,65,4,0,151,146,5,0,0,0,108,sfc0c5ac5f515374bb15bf105eef0165d
222,216,75.67,101.06,0.792,19,16,3,0,48,43,5,0,0,0,22,s66cfe45dbe223ce786092052cac4b62e
69,69,361.83,84.61,0.92,57,38,18,0,92,66,26,0,0,0,70,sba9a129eef503fe78a1bf53a158621d1
1114,899,440.67,171.0,0.847,11,8,3,0,134,85,49,0,0,0,76,s0686a262896932c2a7a2b6b98bd1149a
66,60,265.43,85.04,0.91,30,23,7,0,46,26,20,0,0,0,38,sd20405b41cb63cc89b58f17d0cba3ca8
859,858,71.24,72.89,1.0,30,9,21,0,345,250,95,0,0,0,237,s5ecbab3ce62f396d973252bcb510812e
864,863,0.0,305.6,0.834,5,5,0,0,31,24,7,0,0,0,29,s0f8ba77a7b743e5a88d7a22fbb1cba72
995,235,0.0,176.12,0.81,17,17,0,0,34,33,1,0,0,0,27,s26445a25197b3c218ecee9e0b45f3892
10,9,0.0,89.0,0.75,3,3,0,0,3,3,0,0,0,0,3,s42b67f1b61ea35a4a8445421a8cf41ba
133,59,0.0,174.0,0.75,3,3,0,0,4,4,0,0,0,0,4,se4454f34eac039f2bdd33d0caddead6e
484,82,57.0,262.0,0.572,4,3,1,0,14,13,1,0,0,0,12,s09831bc1da5532d9be677aac3027b42f
432,395,0.0,177.0,0.429,3,2,0,0,35,35,0,0,0,0,25,s5f1f517c19ff30648404db712eff7478
9,9,0.0,175.57,0.7,7,7,0,0,7,7,0,0,0,0,6,s6a1103b1c9553c81a836bc7d18f207fe
821,821,0.0,157.67,1.0,3,3,0,0,48,41,7,0,0,0,46,s61c6e588eaca31c58f87fe1dfcc8c116
573,460,0.0,164.44,1.0,9,9,0,0,28,28,0,0,0,0,22,sfd4de6cc53a03daea628bbb6fe936117
406,111,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,3,sce7e2d5aed7c3951b343615f898f142a
404,393,0.0,315.0,1.0,7,7,0,0,48,44,4,0,0,0,35,s92fb3844ec21355589b20b57c1b1506f
783,742,237.83,55.06,0.885,23,17,6,0,100,85,15,0,0,0,58,saf906378d3e53eedb624949f856739e5
1155,9,0.0,99.67,0.6,3,3,0,0,3,3,0,0,0,0,3,s20addc4b660c392cb93482e1c46a7317
262,261,222.5,195.25,0.927,38,36,2,0,87,61,26,0,0,0,63,s0568c28c78e03ea18e83b2b070df92c3
520,515,0.0,91.91,0.734,11,11,0,0,17,17,0,0,0,0,15,s4fbf95daea4735baac94af4314e6901c
542,516,47.0,89.0,1.0,3,2,1,0,16,13,3,0,0,0,10,safe61b8f6e5f3b1691e58ab20e014148
484,256,1099.06,102.79,0.889,32,14,18,0,52,31,21,0,0,0,38,s886d4866acf336c1ac4f3e8da1194f3e
173,9,0.0,658.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s3f243d7bbccd3a98b7c14c32ab181e90
494,311,93.0,122.5,0.693,9,4,5,0,90,37,53,0,0,0,75,s1960d7810d0d33f4aa477a4ff3f53baa
385,67,0.0,240.67,0.5,3,3,0,0,5,5,0,0,0,0,5,s5aabda32a98935ac89d5e2b6662e35bf
122,58,0.0,90.9,1.0,20,20,0,0,25,24,1,0,0,0,20,s481bac65aa463952b5e891bfcf594380
366,366,0.0,210.0,1.0,1,1,0,0,11,10,1,0,0,0,8,sd8c09223005135009c9d25d3c25ee0cf
94,72,0.0,119.83,0.858,6,6,0,0,20,20,0,0,0,0,14,s8000e0d0fc6a35f9870978df5f12bee5
11,11,0.0,186.11,0.871,27,27,0,0,27,27,0,0,0,0,24,sce02ada721ea3b329fb94a0dcf487eb9
133,83,224.27,88.81,0.955,42,27,15,0,89,58,31,0,0,0,57,sa3b09d71c04637b09e5fa221fa9c9e79
42,42,34.63,130.44,0.893,25,9,16,0,37,21,16,0,0,0,30,sa22788aa14c13a56a2dd423087c999d0
411,260,86.75,66.5,0.783,18,14,4,0,62,37,25,0,0,0,45,s8ec006fc587a340389a57a734fc08037
28,28,0.0,190.0,0.75,3,3,0,0,3,3,0,0,0,0,3,s6aaf82ea817533618b3d163e81f8e072
11,11,0.0,277.07,1.0,14,14,0,0,14,14,0,0,0,0,11,sb8d07dc4cccf33f6bd02a248baaa3cb3
166,56,88.33,72.07,0.9,18,15,3,0,24,17,7,0,0,0,18,s563e8adbe9333138acce683b8a63210f
211,211,0.0,99.0,0.334,2,2,0,0,18,16,2,0,0,0,15,s4eb6c36875a332abba1b932ea7d638e5
599,599,84.0,417.0,0.167,2,1,1,0,3,1,2,0,0,0,3,s0449b95f309e315d8c6186c0da95bebe
77,76,0.0,173.0,1.0,1,1,0,0,5,5,0,0,0,0,5,sc534ba785d64316d959ec722268698bd
915,329,70.5,308.0,0.643,9,7,2,0,110,79,31,0,0,0,95,sb1e97f8fedac34849e46f19c97274dae
359,356,646.0,120.98,0.853,58,57,1,0,684,624,60,0,0,0,314,s497041de50b13876a44b5f7b59d710c3
12,12,0.0,143.84,0.791,49,49,0,0,49,49,0,0,0,0,28,s75a83eb725bc3c318a9c7bc383c4eb76
525,457,0.0,110.67,0.6,3,3,0,0,5,5,0,0,0,0,4,s65aa5fb18eef34c28ed387f7910b0bcb
1137,1137,0.0,210.0,0.667,2,2,0,0,27,27,0,0,0,0,22,s77c6f191a9d533f6941a15de7bc4913d
1530,1457,0.0,121.7,0.477,10,10,0,0,738,91,647,0,0,0,615,sf35633b15acd330abf4bc4f509a43cbe
51,51,0.0,75.25,0.572,4,4,0,0,8,8,0,0,0,0,6,s7877b0a46b4438be9934ecd2c2025206
208,203,0.0,179.8,0.715,10,10,0,0,17,16,1,0,0,0,15,s103be63e631b375db3a282ba62ebfc10
779,779,51.67,56.56,1.0,12,9,3,0,71,51,20,0,0,0,53,sf2bed4887a64397182a2de3a92747e15
20,20,0.0,124.89,0.75,9,9,0,0,9,9,0,0,0,0,5,sa3fbcc04c85d3324a32206e31f7db4eb
21,21,0.0,106.14,0.778,21,21,0,0,21,21,0,0,0,0,14,sebe7d2fae0653b909e3424118809b154
459,410,0.0,154.8,0.834,5,5,0,0,31,30,1,0,0,0,21,s57ddc752adbc350daaa52c320519e544
12,12,1905.0,200.25,0.546,6,4,2,0,6,4,2,0,0,0,6,s2135fb450317314cb74dbf60c6c1d722
1274,1238,0.0,329.0,0.25,1,1,0,0,44,42,2,0,0,0,33,sb94f442951d43ef6b5f5e6f424132096
507,255,51.0,90.08,0.95,19,13,6,0,28,17,11,0,0,0,22,sbe16f3bf11973e6c8eb912b23b8d4b77
1753,1298,1436.0,122.71,0.926,25,17,8,0,763,489,274,0,0,0,455,s6469862084f03d89802793e694992a0b
11,11,0.0,217.5,0.5,2,2,0,0,2,2,0,0,0,0,2,s252140e9e83f37b08dde9c9878c635b3
254,204,0.0,150.5,0.667,2,2,0,0,4,4,0,0,0,0,4,s554908dff1613f96af34ae9f7dead301
319,319,0.0,74.79,0.95,19,19,0,0,180,180,0,0,0,0,53,sab1ac0946c5f34219792a245347edb3b
15,14,0.0,192.5,0.4,4,4,0,0,4,4,0,0,0,0,4,sea100c08473339a4ac620bb51d50ebe9
490,228,0.0,94.5,0.5,2,2,0,0,5,5,0,0,0,0,4,s544fa4a677553757b0ce3741c67fd937
266,264,26.25,157.33,0.77,10,6,4,0,37,16,21,0,0,0,35,s6806c3a482ce3f0e922ef79de895a40d
257,257,0.0,173.0,0.667,2,2,0,0,6,5,1,0,0,0,5,se117098e3def3c11a0c19b7a2fcc6b69
25,25,3614.0,102.91,0.48,12,11,1,0,12,11,1,0,0,0,10,sd84abbd672463b168ba7f2b942381a59
13,9,0.0,87.5,0.5,2,2,0,0,2,2,0,0,0,0,2,s1f17d4f682e831138755c29d60fe0436
1211,1196,85.0,101.29,0.817,49,41,8,0,612,476,136,0,0,0,308,s4790026f7bc53d0980e936e7c39a1826
66,63,160.0,111.09,0.8,48,47,1,0,69,68,1,0,0,0,32,s3cf033f045793317a10e8058cafc3ae6
9,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s3a8997553e1d3544a17da35268a3d1bf
392,197,0.0,118.75,0.667,4,4,0,0,9,9,0,0,0,0,7,sbc4fcbb2a97f33b2a012a14b50b6270b
70,64,24.0,60.47,0.966,84,78,6,0,133,118,15,0,0,0,44,s3a8751b0895637489b6288147a6389a1
28,28,28.0,368.43,0.834,10,7,3,0,10,7,3,0,0,0,8,sb4033dc647613321a61b455cae6d3d69
434,30,0.0,127.2,0.469,15,15,0,0,15,15,0,0,0,0,13,s073221409a6e3002a780e08c24c1658b
10,9,0.0,287.75,0.334,4,4,0,0,4,4,0,0,0,0,3,s83b486903931350a82e0506b30203dab
48,44,451.0,202.77,0.634,45,44,1,0,78,69,9,0,0,0,57,s7e0d94ef41e33b19a6330e04dfcc3c89
1725,1720,0.0,0.0,0.0,0,0,0,0,192,115,77,0,0,0,154,sc85987d6080f3c15a556ffd38ce0483f
10,9,0.0,161.57,0.778,7,7,0,0,7,7,0,0,0,0,4,sc8bb056e0bb23de3b3c63a9e4379c1f8
2085,1976,178.4,91.23,1.0,67,57,10,0,507,212,295,0,0,0,282,s7c43a79b04e330d4acd4ec321b792ef4
1466,1465,0.0,107.29,0.709,17,17,0,0,36,35,1,0,0,0,14,sbc5cc4ebbb0b308cad1f0737646fde6d
14,14,19.3,117.48,0.892,41,31,10,0,41,31,10,0,0,0,27,s4ba7b554b7d73e22a74c30c259f50617
1307,1307,0.0,143.85,0.591,13,13,0,0,16,16,0,0,0,0,14,sa57e0f8b07ab3a66ba22590177f5e542
449,449,1139.5,53.46,0.98,47,41,6,0,84,70,14,0,0,0,32,scb9cb37f67be3afd84ec7937be88668b
414,125,0.0,202.33,0.75,3,3,0,0,10,9,1,0,0,0,10,s2201127e6f40301481b875e0c727d2d4
60,59,0.0,89.0,0.924,12,12,0,0,32,32,0,0,0,0,15,s3a17173c4f4337828925176bbbcb8660
10,9,0.0,183.82,0.847,11,11,0,0,11,11,0,0,0,0,9,sf66ab417ed223e1eb47847906520e200
47,47,22.2,70.16,0.943,82,77,5,0,98,91,7,0,0,0,38,sc69e496b798038d1b6d905731c345ef7
23,21,0.0,194.11,0.75,27,27,0,0,27,27,0,0,0,0,17,sa8f58b8cc4623e299112dd1c4f301ef0
432,431,0.0,128.0,0.625,5,5,0,0,212,211,1,0,0,0,78,s7d45348de8c0363ab7f548d1011b1035
87,86,0.0,84.5,1.0,2,2,0,0,9,7,2,0,0,0,9,s1f119558c75d3d19884fcd089d652ac2
496,459,0.0,188.0,1.0,1,1,0,0,5,4,1,0,0,0,5,s2bca8ee7957c3bd99fa48d8e673391ed
36,14,0.0,57.63,0.534,8,8,0,0,8,8,0,0,0,0,3,s76bd1d18f7cd31df8d22ac695c7d35b2
72,70,1301.59,66.56,0.933,124,78,46,0,240,155,85,0,0,0,126,se8d438a863c13773b48f08405554319d
816,809,0.0,312.0,0.693,9,9,0,0,158,152,6,0,0,0,124,s39033e2953e534bba5ec9bf9101538df
28,27,0.0,127.33,1.0,3,3,0,0,3,3,0,0,0,0,3,s5e1ec8476f293692b3e3c631a00a2b09
31,9,49.5,75.33,0.78,46,40,6,0,46,40,6,0,0,0,15,s49a643ec8c6639aebb90a5a3c5f99820
9,9,0.0,269.0,1.0,1,1,0,0,1,1,0,0,0,0,1,s2ec19078a3d1317aaf8bf01191b3b970
80,80,0.0,211.48,0.885,46,46,0,0,127,126,1,0,0,0,81,s9ddd9f2a89843f15a29eabe716afc244
51,51,0.0,92.75,0.942,16,16,0,0,32,32,0,0,0,0,22,sf8c42294871f31e796926c6f055b6679
287,278,101.5,97.47,0.856,59,57,2,0,394,390,4,0,0,0,174,se89040464ed53512afff3e68f9c582f7
43,34,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sd494e86ee94d3691814c95be03103a81
200,9,0.0,185.5,0.667,2,2,0,0,2,2,0,0,0,0,2,s9668df87627a3d3d85f33bd766a4095b
12,10,0.0,124.33,1.0,3,3,0,0,3,3,0,0,0,0,3,sc64c963ea1cc3ad59b98a57d30fee17e
2906,48,30.67,85.22,0.967,29,23,6,0,41,35,6,0,0,0,32,s9fe1540449bc3104b76ce047278c0de0
1350,1311,0.0,239.75,0.4,4,4,0,0,5,5,0,0,0,0,4,s79c806542b183c0fac438eb18a3c0977
12,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sc9d24c09249338a58e41afbf610cae5f
15,14,33.0,257.0,1.0,2,1,1,0,2,1,1,0,0,0,2,s9853fc78e88d3ace801c5a33174956ec
16,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s4415739b68303ee5be8f0d9b195a1af4
10,9,0.0,115.8,1.0,5,5,0,0,5,5,0,0,0,0,3,s4354808fd3ff3adda3c63d324a935263
23,9,0.0,95.5,0.75,6,6,0,0,6,6,0,0,0,0,5,s347ea5802b153547bfa31ffa154f80c1
12,11,0.0,789.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s76d8a985fc4c3fd681b17fcf0f805bf3
13,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sbd3ac75bf62f3df88582893b002c71c5
16,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s3caa0f1db5103818a08931ceb5887320
12,10,3406.0,217.0,0.4,2,1,1,0,2,1,1,0,0,0,2,sb138da62b3473687a7dd04b842d0c287
31,31,1077.0,103.19,0.864,38,21,17,0,38,21,17,0,0,0,18,s495c026c847a3335b566eac08756edb7
56,56,457.0,130.25,0.723,13,12,1,0,30,23,7,0,0,0,27,s0b13a3379bbe34c6a0971c93b9f71489
43,39,0.0,106.4,0.5,5,5,0,0,8,8,0,0,0,0,7,se2b0392acada3a998cf2b5b398a5db44
70,70,128.08,48.65,0.89,113,101,12,0,202,190,12,0,0,0,50,sc429148acb5f3165af8f2d59d5174cbc
328,323,0.0,95.42,0.893,50,50,0,0,348,344,4,0,0,0,75,s6816f7f0af5534398d29d2018c82edae
11,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s48d631a0c199361997b5b7b093b37e84
929,442,0.0,0.0,0.0,0,0,0,0,57,0,57,0,0,0,55,sd8213dafabbb3243955d422245cbd454
14,9,0.0,180.0,0.5,2,2,0,0,2,2,0,0,0,0,2,s093e79f8b53c37fea55b3f4891acb52f
38,38,89.22,77.3,0.843,32,23,9,0,35,26,9,0,0,0,28,s29b5f1a64fe333ac80cd84c947b3136f
15,10,0.0,256.29,0.637,7,7,0,0,7,7,0,0,0,0,7,sb23b7ea643813542a62a435f2514dc3c
10,10,2999.0,120.5,0.728,8,6,2,0,8,6,2,0,0,0,7,s0f35e9ebfeb63a2796e1254d780e652c
47,46,0.0,83.0,0.167,2,2,0,0,3,2,1,0,0,0,2,s5a7406ae41403f269fa0f0d2f75bd178
12,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,se5bdf28491cd3bb2a9e9f58890367125
1226,1225,140.0,86.82,0.883,15,11,4,0,223,133,90,0,0,0,166,sb9c19271cf273b20b22701b021f073f0
38,38,0.0,391.0,0.112,1,1,0,0,2,2,0,0,0,0,2,s726f58ed2f47366f93ff6fe0300911b6
11,9,0.0,188.75,0.534,8,8,0,0,8,8,0,0,0,0,6,s36b4a04cdb7134c28ef6a3a3e1fc28f0
198,198,0.0,107.0,0.334,2,2,0,0,11,11,0,0,0,0,9,s808c25996c4b3d36ae50e25e96f13bd2
11,10,0.0,522.0,0.25,1,1,0,0,1,1,0,0,0,0,1,s814873ec82fe33b69664c50a64ace78d
1285,1230,644.5,166.0,0.75,27,25,2,0,254,185,69,0,0,0,132,s57e143ae5e36381a9909d92ff0069151
9,9,0.0,38.38,0.8,8,8,0,0,8,8,0,0,0,0,4,sc55bbe15aa6b3440bbd3c838e31529b1
297,297,0.0,87.58,1.0,12,12,0,0,313,270,43,0,0,0,87,s5f2dcdd1dda330c7ae68a07abede72ee
10,9,0.0,33.0,1.0,1,1,0,0,1,1,0,0,0,0,1,s1e581c2d020631f29e0823d3748a5954
13,9,9445.0,129.0,0.2,2,1,1,0,2,1,1,0,0,0,2,s88cf4edf8d0e30ada8107f93ee3b26c6
9,9,0.0,307.0,1.0,2,2,0,0,2,2,0,0,0,0,2,sb27d6b85b728350e81ea92a3466a73c8
11,11,0.0,141.5,1.0,2,2,0,0,2,2,0,0,0,0,2,s642ad5b4d9913bc39e4979452948f351
9,9,0.0,132.2,0.5,5,5,0,0,5,5,0,0,0,0,5,s3609824321d33926a1cd1362a4d2cedf
23,23,0.0,102.26,0.918,144,144,0,0,144,144,0,0,0,0,46,s736d2b1c80203b6789bc3a9108d89188
40,40,0.0,116.23,0.716,73,73,0,0,91,91,0,0,0,0,55,sa493ade344143d8e9b2fa9eba269e6e7
9,9,0.0,121.5,0.667,2,2,0,0,2,2,0,0,0,0,2,s4c407a22d53c3540ace6cc860463e695
9,9,0.0,1066.0,0.334,1,1,0,0,1,1,0,0,0,0,1,se6753509c7ca3fc2bcf73b56b5b15cf2
1091,9,59.0,143.0,0.75,6,5,1,0,6,5,1,0,0,0,4,sfda6a77a91ff3009a7643aca13a33ff1
18,17,56.0,78.43,0.6,9,7,2,0,9,7,2,0,0,0,7,s5acc78bdb2f1332f8b57f7f129ae38f7
11,9,0.0,113.67,0.75,3,3,0,0,3,3,0,0,0,0,3,s00eb9f2e120f3b5894bddc146d363296
16,16,0.0,194.25,0.4,4,4,0,0,4,4,0,0,0,0,2,s728feec955fa364482df494a049a2800
831,760,0.0,91.5,0.154,2,2,0,0,2,2,0,0,0,0,2,s013cfaf6ea4136988f9df1b3e342456c
11,10,49.0,0.0,0.5,2,0,2,0,2,0,2,0,0,0,2,se154dd29210f35e39001b7b1fb3bb442
449,449,0.0,82.08,0.8,24,24,0,0,123,123,0,0,0,0,58,s5fee6a1b093d3e39a1b73e43d73383fb
31,20,27.4,138.42,0.81,17,12,5,0,17,12,5,0,0,0,14,sd4079386c741383bb8de4056b60a7f6b
11,9,0.0,79.88,0.667,8,8,0,0,8,8,0,0,0,0,3,s45c01279d9423b7f919cab094de10765
19,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s7e94c99cca4536038934cafe8e109dec
45,45,44.0,200.0,0.6,3,2,1,0,9,6,3,0,0,0,8,s7020752ade7830aa8cfbf08411e957ed
1278,385,0.0,191.62,0.725,29,29,0,0,135,135,0,0,0,0,74,s15f855465fa63005bef660be3dd18e9b
35,35,69.8,103.71,0.772,27,17,10,0,31,20,11,0,0,0,16,s6acfc9fd56fe334caa44e5ee3e3d2630
54,46,0.0,114.5,0.667,2,2,0,0,4,4,0,0,0,0,3,s9c1647248a0b36f38ad3f087a4437bf6
521,513,98.58,77.23,0.878,50,31,19,0,141,82,59,0,0,0,93,s0c50505dd6fa3de98009515f5eb4c90d
49,49,0.0,189.0,0.334,1,1,0,0,2,2,0,0,0,0,2,s724a1d872f3a36d9a4fffde4ed7c462d
1799,1796,0.0,242.0,0.589,10,10,0,0,75,67,8,0,0,0,50,s0cf0e408b2fb378baf0864a8603b4504
15,14,0.0,158.54,0.686,48,48,0,0,48,48,0,0,0,0,33,s6c76544c4d2b3536acba9abe3e9915ed
63,59,307.0,235.15,0.733,41,40,1,0,43,42,1,0,0,0,34,s8c29942fb8343d0eb49ac23d20a79765
17,17,63.0,105.5,0.813,13,12,1,0,13,12,1,0,0,0,9,s5c4171fda5ac32c59ac6a7c1053334d3
1263,269,139.0,132.83,0.889,8,6,2,0,37,26,11,0,0,0,30,s7d1680377f9937feb31c55fefdbcd556
11,11,0.0,56.59,0.965,27,27,0,0,27,27,0,0,0,0,12,s100b3042abf33a6797053783ee5d1b8a
503,9,0.0,171.75,0.667,4,4,0,0,4,4,0,0,0,0,3,sa919af8303a83cc0bd48b016cffbaf71
495,484,0.0,102.0,0.667,2,2,0,0,2,2,0,0,0,0,2,s1f985dbf142b3589a3292dc45f436ef1
318,314,0.0,206.0,0.75,3,3,0,0,4,4,0,0,0,0,4,s2c874eea519f385e95d4bc0d92871922
617,616,0.0,169.5,0.706,12,10,0,0,22,20,2,0,0,0,13,sad9499ec3447300995319c9603861cdf
1014,1014,0.0,76.35,0.929,26,26,0,0,157,131,26,0,0,0,106,sfff3a2c281703b1fac186d7af5aed58c
652,417,0.0,101.51,0.947,53,53,0,0,560,492,68,0,0,0,308,scec07f46fd2e3a1d96c710274d532f07
1478,139,0.0,129.62,0.827,43,42,0,0,54,54,0,0,0,0,24,s2d907a08c757344c898f5e808fad0853
15,15,0.0,195.0,0.75,15,15,0,0,15,15,0,0,0,0,14,s4c2514ff8c983e4d89137785771344e6
853,839,0.0,246.0,1.0,3,3,0,0,6,5,1,0,0,0,6,sa3c8afea2ce3346da1c3ecbb979ed061
809,809,203.33,224.69,0.76,19,16,3,0,241,197,44,0,0,0,123,sb2196d31c10d312785ad1a828b286929
332,332,72.0,211.32,0.861,37,22,15,0,72,48,24,0,0,0,54,sa43c7e0d187e32e587e384a94a592ce1
322,260,1055.2,105.4,1.0,20,15,5,0,42,34,8,0,0,0,21,s060164c9aa693bb89dd3cb0e6d4a217c
10,9,61.0,109.0,0.75,3,1,2,0,3,1,2,0,0,0,3,sdfea4a2d41d0307c901e7a17f78b3541
45,45,0.0,179.0,0.667,2,2,0,0,3,3,0,0,0,0,3,sb2ce377b3cc43b8c8a2684cd7e477db9
15,9,0.0,82.73,0.682,15,15,0,0,15,15,0,0,0,0,6,sdb420911b67a30359ed8969f4d651d94
64,63,54.8,61.51,0.922,118,83,35,0,191,133,58,0,0,0,47,s221bbc054a033543a6f2cbf4f42a3724
30,9,0.0,182.67,0.75,3,3,0,0,3,3,0,0,0,0,3,sa938ae9254fc3cffbe4e27f1079dea0e
10,10,0.0,64.0,0.091,1,1,0,0,1,1,0,0,0,0,1,sd6740f7243683737a28319a5b0ecf972
778,749,0.0,73.14,0.875,7,7,0,0,33,33,0,0,0,0,14,s31baa81b7c1d3400a4c7a08a99cce14c
152,98,24.4,118.66,0.712,37,32,5,0,59,47,12,0,0,0,48,s8910eb288c013c6abc383c764df6120a
11,11,0.0,71.17,0.667,6,6,0,0,6,6,0,0,0,0,6,s91bdf6fca12c3b838d8c0bc70771eb5a
1212,1212,202.0,379.67,0.25,4,3,1,0,5,4,1,0,0,0,5,sa50d8c7ebf5b3a8f9651742e16585de9
9,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s9d984d040a9c30aea45286bd5fa6fdf8
459,328,0.0,347.28,0.658,25,25,0,0,82,82,0,0,0,0,74,s007bcd81efd33e07a6221a4dd11c3aec
313,119,0.0,158.83,1.0,13,12,0,0,423,265,158,0,0,0,391,s20ee28816e01328a8a60449b16726258
416,405,0.0,80.0,0.715,5,5,0,0,40,38,2,0,0,0,26,s0e1b2777183c32818c014a069731462b
13,13,106.0,229.05,0.778,21,20,1,0,21,20,1,0,0,0,21,s9d16a6ddbcb73758b9fecafc00bf79a1
369,100,57.5,103.88,0.824,28,26,2,0,41,37,4,0,0,0,18,sa42c611cd6d73e839e1199cdd56a35c6
188,186,0.0,185.0,0.667,2,2,0,0,8,8,0,0,0,0,6,s878ca96752673c7c8363a68c2d1cdb03
88,88,0.0,110.0,0.786,11,11,0,0,35,35,0,0,0,0,15,s854ad232d2943cc8942b50f4720d9f29
277,104,0.0,304.92,0.462,12,12,0,0,12,12,0,0,0,0,9,sdeba790209de3a1f8a0c74ac9ee24c21
14,14,0.0,59.28,0.698,76,76,0,0,76,76,0,0,0,0,22,sa844c9c7c7f23e4f961e3201e79323de
15,15,0.0,133.43,0.77,30,30,0,0,30,30,0,0,0,0,17,sc4e7eba49dc33e458c8a882285b90a32
21,20,0.0,122.67,0.693,9,9,0,0,9,9,0,0,0,0,9,s7377ea82a7ab30e093a54bcc347c8417
24,24,0.0,222.2,1.0,5,5,0,0,5,5,0,0,0,0,5,sf89fa0794ee230deb8af72383a616d45
